JCT,JACK CHIA INDUSTRIES (THAILAND) PUBLIC COMPANY LIMITED,CONSUMP,PERSON
OCC,O.C.C. PUBLIC COMPANY LIMITED,CONSUMP,PERSON
S & J,S & J INTERNATIONAL ENTERPRISES PUBLIC COMPANY LIMITED,CONSUMP,PERSON
STHAI,"SHUN THAI RUBBER GLOVES INDUSTRY PUBLIC CO., LTD",CONSUMP,PERSON
TNR,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,CONSUMP,PERSON
TOG,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,CONSUMP,PERSON
BAY,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,FINCIAL,BANK
BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
KKP,KIATNAKIN BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
LHBANK,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,FINCIAL,BANK
SCB,THE SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
TCAP,THANACHART CAPITAL PUBLIC COMPANY LIMITED,FINCIAL,BANK
TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,FINCIAL,BANK
TMB,TMB BANK PUBLIC COMPANY LIMITED,FINCIAL,BANK
AEC,AEC SECURITIES PUBLIC COMPANY LIMITED,FINCIAL,FIN
AEONTS,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED,FINCIAL,FIN
AMANAH,AMANAH LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
ASAP,SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY LIMITED,FINCIAL,FIN
ASK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
ASP,ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,FINCIAL,FIN
BFIT,SRISAWAD FINANCE PUBLIC COMPANY LIMITED,FINCIAL,FIN
CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,FINCIAL,FIN
CNS,CAPITAL NOMURA SECURITIES PUBLIC COMPANY LIMITED,FINCIAL,FIN
ECL,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
FNS,FINANSA PUBLIC COMPANY LIMITED,FINCIAL,FIN
FSS,FINANSIA SYRUS SECURITIES PUBLIC COMPANY LIMITED,FINCIAL,FIN
GBX,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,FINCIAL,FIN
GL,GROUP LEASE PUBLIC COMPANY LIMITED,FINCIAL,FIN
IFS,IFS CAPITAL (THAILAND) PUBLIC COMPANY LIMITED,FINCIAL,FIN
JMT,JMT NETWORK SERVICE PUBLIC COMPANY LIMITED,FINCIAL,FIN
KCAR,KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY LIMITED,FINCIAL,FIN
KGI,KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,FINCIAL,FIN
KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,FINCIAL,FIN
MBKET,MAYBANK KIM ENG SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,FINCIAL,FIN
MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,FINCIAL,FIN
ML,"MIDA LEASING PUBLIC CO., LTD.",FINCIAL,FIN
MTLS,MUANGTHAI LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
PE,PREMIER ENTERPRISE PUBLIC COMPANY LIMITED,FINCIAL,FIN
PL,PHATRA LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
S11,S 11 GROUP PUBLIC COMPANY LIMITED,FINCIAL,FIN
SAWAD,SRISAWAD CORPORATION PUBLIC COMPANY LIMITED,FINCIAL,FIN
THANI,RATCHTHANI LEASING PUBLIC COMPANY LIMITED,FINCIAL,FIN
TK,THITIKORN PUBLIC COMPANY LIMITED,FINCIAL,FIN
TNITY,TRINITY WATTHANA PUBLIC COMPANY LIMITED,FINCIAL,FIN
UOBKH,UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,FINCIAL,FIN
ZMICO,SEAMICO SECURITIES PUBLIC COMPANY LIMITED,FINCIAL,FIN
AYUD,SRI AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,FINCIAL,INSUR
BKI,BANGKOK INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,FINCIAL,INSUR
BUI,BANGKOK UNION INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
CHARAN,CHARAN INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
INSURE,INDARA INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
MTI,MUANG THAI INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
NKI,THE NAVAKIJ INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
NSI,NAM SENG INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
SMK,SYN MUN KONG INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
THRE,THAI REINSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
THREL,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,FINCIAL,INSUR
TIC,THE THAI INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
TIP,DHIPAYA INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
TSI,THE THAI SETAKIJ INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
TVI,THAIVIVAT INSUR PUBLIC COMPANY LIMITED,FINCIAL,INSUR
AH,AAPICO HITECH PUBLIC COMPANY LIMITED,INDUS,AUTO
APCS,ASIA PRECISION PUBLIC COMPANY LIMITED,INDUS,AUTO
BAT-3K,THAI STORAGE BATTERY PUBLIC COMPANY LIMITED,INDUS,AUTO
CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,INDUS,AUTO
EASON,EASON PAINT PUBLIC COMPANY LIMITED,INDUS,AUTO
GYT,GOODYEAR (THAILAND) PUBLIC COMPANY LIMITED,INDUS,AUTO
HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,INDUS,AUTO
IHL,INTERHIDES PUBLIC COMPANY LIMITED,INDUS,AUTO
INGRS,INGRESS INDUSTRIAL (THAILAND) PUBLIC COMPANY LIMITED,INDUS,AUTO
IRC,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,INDUS,AUTO
PCSGH,P.C.S. MACHINE GROUP HOLDING PUBLIC COMPANY LIMITED,INDUS,AUTO
SAT,SOMBOON ADVANCE TECH PUBLIC COMPANY LIMITED,INDUS,AUTO
SPG,THE SIAM PAN GROUP PUBLIC COMPANY LIMITED,INDUS,AUTO
STANLY,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,INDUS,AUTO
TKT,T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED,INDUS,AUTO
TNPC,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,INDUS,AUTO
TRU,THAI RUNG UNION CAR PUBLIC COMPANY LIMITED,INDUS,AUTO
TSC,THAI STEEL CABLE PUBLIC COMPANY LIMITED,INDUS,AUTO
YNP,YARNAPUND PUBLIC COMPANY LIMITED,INDUS,AUTO
ALLA,ALLA PUBLIC COMPANY LIMITED,INDUS,IMM
ASEFA,ASEFA PUBLIC COMPANY LIMITED,INDUS,IMM
CPT,CPT DRIVES AND POWER PUBLIC COMPANY LIMITED,INDUS,IMM
CRANE,CHU KAI PUBLIC COMPANY LIMITED,INDUS,IMM
CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,INDUS,IMM
FMT,FURUKAWA METAL (THAILAND) PUBLIC COMPANY LIMITED,INDUS,IMM
HTECH,HALCYON TECH PUBLIC COMPANY LIMITED,INDUS,IMM
KKC,KULTHORN KIRBY PUBLIC COMPANY LIMITED,INDUS,IMM
PK,PATKOL PUBLIC COMPANY LIMITED,INDUS,IMM
SNC,SNC FORMER PUBLIC COMPANY LIMITED,INDUS,IMM
TCJ,T.C.J. ASIA PUBLIC COMPANY LIMITED,INDUS,IMM
VARO,VAROPAKORN PUBLIC COMPANY LIMITED,INDUS,IMM
AJ,A.J. PLAST PUBLIC COMPANY LIMITED,INDUS,PKG
ALUCON,ALUCON PUBLIC COMPANY LIMITED,INDUS,PKG
CSC,CROWN SEAL PUBLIC COMPANY LIMITED,INDUS,PKG
NEP,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,INDUS,PKG
NPP,NIPPON PACK (THAILAND) PUBLIC COMPANY LIMITED,INDUS,PKG
PTL,POLYPLEX (THAILAND) PUBLIC COMPANY LIMITED,INDUS,PKG
SITHAI,SRITHAI SUPERWARE PUBLIC COMPANY LIMITED,INDUS,PKG
SLP,SALEE PRINTING PUBLIC COMPANY LIMITED,INDUS,PKG
SMPC,SAHAMITR PRESSURE CONTAINER PUBLIC COMPANY LIMITED,INDUS,PKG
SPACK,S. PACK & PRINT PUBLIC COMPANY LIMITED,INDUS,PKG
TCOAT,THAI COATING INDUSTRIAL PUBLIC COMPANY LIMITED,INDUS,PKG
TFI,THAI FILM INDUSTRIES PUBLIC COMPANY LIMITED,INDUS,PKG
THIP,THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED,INDUS,PKG
TMD,THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED,INDUS,PKG
TOPP,THAI O.P.P. PUBLIC COMPANY LIMITED,INDUS,PKG
TPBI,TPBI PUBLIC COMPANY LIMITED,INDUS,PKG
TPP,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,INDUS,PKG
UTP,UNITED PAPER PUBLIC COMPANY LIMITED,INDUS,PAPER
GC,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,INDUS,PETRO
GGC,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,INDUS,PETRO
GIFT,GRATITUDE INFINITE PUBLIC COMPANY LIMITED,INDUS,PETRO
IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,INDUS,PETRO
PATO,PATO CHEMICAL INDUSTRY PUBLIC COMPANY LIMITED,INDUS,PETRO
PMTA,PM THORESEN ASIA HOLDINGS PUBLIC COMPANY LIMITED,INDUS,PETRO
PTTGC,PTT GLOBAL CHEMICAL PUBLIC COMPANY LIMITED,INDUS,PETRO
SUTHA,GOLDEN LIME PUBLIC COMPANY LIMITED,INDUS,PETRO
TCB,THAI CARBON BLACK PUBLIC COMPANY LIMITED,INDUS,PETRO
TCCC,THAI CENTRAL CHEMICAL PUBLIC COMPANY LIMITED,INDUS,PETRO
TPA,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,INDUS,PETRO
UP,UNION PLASTIC PUBLIC COMPANY LIMITED,INDUS,PETRO
VNT,VINYTHAI PUBLIC COMPANY LIMITED,INDUS,PETRO
WG,WHITE GROUP PUBLIC COMPANY LIMITED,INDUS,PETRO
YCI,YONG THAI PUBLIC COMPANY LIMITED,INDUS,PETRO
AMC,ASIA METAL PUBLIC COMPANY LIMITED,INDUS,STEEL
BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,INDUS,STEEL
CEN,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LIMITED,INDUS,STEEL
CITY,CITY STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,INDUS,STEEL
GJS,G J STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
GSTEL,G STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
INOX,POSCO-THAINOX PUBLIC COMPANY LIMITED,INDUS,STEEL
LHK,LOHAKIT METAL PUBLIC COMPANY LIMITED,INDUS,STEEL
MAX,MAX METAL CORPORATION PUBLIC COMPANY LIMITED,INDUS,STEEL
MCS,M.C.S.STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
MILL,MILLCON STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
PAP,PACIFIC PIPE PUBLIC COMPANY LIMITED,INDUS,STEEL
PERM,PERMSIN STEEL WORKS PUBLIC COMPANY LIMITED,INDUS,STEEL
RICH,RICH ASIA CORPORATION PUBLIC COMPANY LIMITED,INDUS,STEEL
SAM,SAMCHAI STEEL INDUSTRIES PUBLIC COMPANY LIMITED,INDUS,STEEL
SMIT,SAHAMIT MACHINERY PUBLIC COMPANY LIMITED,INDUS,STEEL
SSI,SAHAVIRIYA STEEL INDUSTRIES PUBLIC COMPANY LIMITED,INDUS,STEEL
SSSC,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,INDUS,STEEL
TGPRO,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,INDUS,STEEL
THE,THE STEEL PUBLIC COMPANY LIMITED,INDUS,STEEL
TIW,THAILAND IRON WORKS PUBLIC COMPANY LIMITED,INDUS,STEEL
TMT,THAI METAL TRADE PUBLIC COMPANY LIMITED,INDUS,STEEL
TSTH,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,INDUS,STEEL
TUCC,THAI UNIQUE COIL CENTER PUBLIC COMPANY LIMITED,INDUS,STEEL
TWP,THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED,INDUS,STEEL
TYCN,"TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.,LTD.",INDUS,STEEL
CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,PROPCON,CONMAT
DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,PROPCON,CONMAT
DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,PROPCON,CONMAT
DRT,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,PROPCON,CONMAT
EPG,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,PROPCON,CONMAT
GEL,GENERAL ENGINEERING PUBLIC COMPANY LIMITED,PROPCON,CONMAT
PPP,PREMIER PRODUCTS PUBLIC COMPANY LIMITED,PROPCON,CONMAT
Q-CON,QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY LIMITED,PROPCON,CONMAT
RCI,THE ROYAL CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,PROPCON,CONMAT
SCC,THE SIAM CEMENT PUBLIC COMPANY LIMITED,PROPCON,CONMAT
SCCC,SIAM CITY CEMENT PUBLIC COMPANY LIMITED,PROPCON,CONMAT
SCP,SOUTHERN CONCRETE PILE PUBLIC COMPANY LIMITED,PROPCON,CONMAT
SKN,S.KIJCHAI ENTERPRISE PUBLIC COMPANY LIMITED,PROPCON,CONMAT
TASCO,TIPCO ASPHALT PUBLIC COMPANY LIMITED,PROPCON,CONMAT
TCMC,TCM CORPORATION PUBLIC COMPANY LIMITED,PROPCON,CONMAT
TGCI,THAI-GERMAN CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,PROPCON,CONMAT
TOA,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,PROPCON,CONMAT
TPIPL,TPI POLENE PUBLIC COMPANY LIMITED,PROPCON,CONMAT
UMI,THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED,PROPCON,CONMAT
VNG,VANACHAI GROUP PUBLIC COMPANY LIMITED,PROPCON,CONMAT
WIIK,WIIK & HOEGLUND PUBLIC COMPANY LIMITED,PROPCON,CONMAT
BJCHI,BJC HEAVY INDUSTRIES PUBLIC COMPANY LIMITED,PROPCON,CONS
CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,PROPCON,CONS
CNT,CHRISTIANI & NIELSEN (THAI) PUBLIC COMPANY LIMITED,PROPCON,CONS
EMC,EMC PUBLIC COMPANY LIMITED,PROPCON,CONS
ITD,ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,CONS
NWR,NAWARAT PATANAKARN PUBLIC COMPANY LIMITED,PROPCON,CONS
PAE,PAE (THAILAND) PUBLIC COMPANY LIMITED,PROPCON,CONS
PLE,POWER LINE ENGINEERING PUBLIC COMPANY LIMITED,PROPCON,CONS
PREB,PRE-BUILT PUBLIC COMPANY LIMITED,PROPCON,CONS
PYLON,PYLON PUBLIC COMPANY LIMITED,PROPCON,CONS
SEAFCO,SEAFCO PUBLIC COMPANY LIMITED,PROPCON,CONS
SQ,SAHAKOL EQUIPMENT PUBLIC COMPANY LIMITED,PROPCON,CONS
SRICHA,SRIRACHA CONSTRUCTION PUBLIC COMPANY LIMITED,PROPCON,CONS
STEC,"SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC CO.,LTD.",PROPCON,CONS
STPI,STP&I PUBLIC COMPANY LIMITED,PROPCON,CONS
SYNTEC,SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED,PROPCON,CONS
TPOLY,THAI POLYCONS PUBLIC COMPANY LIMITED,PROPCON,CONS
TRC,TRC CONSTRUCTION PUBLIC COMPANY LIMITED,PROPCON,CONS
TTCL,TTCL PUBLIC COMPANY LIMITED,PROPCON,CONS
UNIQ,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED,PROPCON,CONS
A,AREEYA PROPERTY PUBLIC COMPANY LIMITED,PROPCON,PROP
AMATA,AMATA CORPORATION PUBLIC COMPANY LIMITED,PROPCON,PROP
AMATAV,AMATA VN PUBLIC COMPANY LIMITED,PROPCON,PROP
ANAN,ANANDA DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
AP,AP (THAILAND) PUBLIC COMPANY LIMITED,PROPCON,PROP
APEX,APEX DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
AQ,AQ ESTATE PUBLIC COMPANY LIMITED,PROPCON,PROP
BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,PROPCON,PROP
BROCK,BAAN ROCK GARDEN PUBLIC COMPANY LIMITED,PROPCON,PROP
CGD,COUNTRY GROUP DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
CI,CHARN ISSARA DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,PROPCON,PROP
ESTAR,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,PROPCON,PROP
EVER,EVERLAND PUBLIC COMPANY LIMITED,PROPCON,PROP
GLAND,GRAND CANAL LAND PUBLIC COMPANY LIMITED,PROPCON,PROP
GOLD,GOLDEN LAND PROP PUBLIC COMPANY LIMITED,PROPCON,PROP
GREEN,GREEN RESOURC PUBLIC COMPANY LIMITED,PROPCON,PROP
J,JAS ASSET PUBLIC COMPANY LIMITED,PROPCON,PROP
KC,K.C. PROPERTY PUBLIC COMPANY LIMITED,PROPCON,PROP
KWG,KING WAI GROUP (THAILAND) PUBLIC COMPANY LIMITED,PROPCON,PROP
LALIN,LALIN PROPERTY PUBLIC COMPANY LIMITED,PROPCON,PROP
LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,PROPCON,PROP
LPN,L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
MBK,MBK PUBLIC COMPANY LIMITED,PROPCON,PROP
MJD,MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
MK,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
NCH,N. C. HOUSING PUBLIC COMPANY LIMITED,PROPCON,PROP
NNCL,NAVANAKORN PUBLIC COMPANY LIMITED,PROPCON,PROP
NOBLE,NOBLE DEVELOPMENT PUBLIC COMPANY LIMITED,PROPCON,PROP
NUSA,NUSASIRI PUBLIC COMPANY LIMITED,PROPCON,PROP
ORI,ORIGIN PROPERTY PUBLIC COMPANY LIMITED,PROPCON,PROP
PACE,PACE DEVELOPMENT CORPORATION PUBLIC COMPANY LIMITED,PROPCON,PROP
PF,PROPERTY PERFECT PUBLIC COMPANY LIMITED,PROPCON,PROP
PLAT,THE PLATINUM GROUP PUBLIC COMPANY LIMITED,PROPCON,PROP
